Sample	Individual	TMT11Plex	Well_location	Plate_location	Treatment	Drug_first	Product.Name	Pathway	Name	ATC	Level_4	Level_3	Level_2	Level_1	synonym	smiles	drug	ATC_colours	Selected_N
V45_P2F5	V45	V45_P2F	P2F5	P2	Drug	Atomoxetine	Atomoxetine	Others	Atomoxetine	N06BA09	N06BA	N06B	N06	N	"['(-)-Tomoxetine', 'Atomoxetina', 'Atomoxetine', 'Tomoxetina', 'Tomoxetine', 'Tomoxetinum']"	CC1=CC=CC=C1O[C@@H](C2=CC=CC=C2)CCNC.[H]Cl	Atomoxetine (hydrochloride)	1f6e9c	xOthers
V45_P2F6	V45	V45_P2F	P2F6	P2	Drug	Rasagiline	Rasagiline	Apoptosis; Autophagy; Neuronal Signaling	Rasagiline	N04BD02	N04BD	N04B	N04	N	"['(1R)-N-propargylindan-1-amine', '(R)-indan-1-yl-prop-2-ynyl-amine', '(R)-N-2-Propynyl-1-indanamine', 'RAS', 'Rasagilina', 'Rasagiline']"	CS(=O)(O)=O.C#CCN[C@H]1C2=CC=CC=C2CC1	Rasagiline (mesylate)	1f6e9c	xOthers
V45_P2F9	V45	V45_P2F	P2F9	P2	Drug	Clemastine	Clemastine	Autophagy; GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling	Clemastine	D04AA14	D04AA	D04A	D04	D	"['(+)-(2R)-2-(2-(((R)-p-chloro-Œ±-methyl-Œ±-phenylbenzyl)oxy)ethyl)-1-methylpyrrolidine', '(+)-(2R)-2-[2-[[(R)-p-chloro-Œ±-methyl-Œ±-phenylbenzyl]oxy]ethyl]-1-methylpyrrolidine', 'Clemastina', 'Clemastine', 'Clemastinum']"	CN1[C@@H](CCO[C@](C2=CC=CC=C2)(C3=CC=C(Cl)C=C3)C)CCC1.O=C(O)/C=C/C(O)=O	Clemastine (fumarate)	2b9b81	xOthers
V45_P2G2	V45	V45_P2G	P2G2	P2	Drug	Carvedilol	Carvedilol	Autophagy; GPCR/G Protein; Neuronal Signaling	Carvedilol	C07AG02	C07AG	C07A	C07	C	"['(+-)-1-(Carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol', 'Carv√©dilol', 'Carvedilol', 'Carvedilolum']"	OC(CNCCOC1=CC=CC=C1OC)COC2=CC=CC(N3)=C2C4=C3C=CC=C4	Carvedilol	d8443c	xOthers
V45_P2G4	V45	V45_P2G	P2G4	P2	Drug	Escitalopram	Escitalopram	Neuronal Signaling	Escitalopram	N06AB10	N06AB	N06A	N06	N	"['(+)-Citalopram', '(S)-Citalopram', 'Escitalopram', 'Escitalopramum', 'S-(+)-Citalopram', 'S(+)-Citalopram']"	FC1=CC=C([C@@]2(CCCN(C)C)C(C=CC(C#N)=C3)=C3CO2)C=C1.O=C(O)C(O)=O	Escitalopram (oxalate)	1f6e9c	xOthers
V45_P2G5	V45	V45_P2G	P2G5	P2	Drug	HydrocortisoneAcetate	HydrocortisoneAcetate	GPCR/G Protein; Metabolic Enzyme/Protease	Hydrocortisone acetate	A07EA02	A07EA	A07E	A07	A	"['21-O-acetylcortisol', 'Cortisol 21-acetate', 'Hydrocortisone 21-acetate']"	C[C@@]12[C@](C(COC(C)=O)=O)(O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O	Hydrocortisone acetate	9b3441	xOthers
V45_P2G6	V45	V45_P2G	P2G6	P2	Drug	Levosimendan	Levosimendan	Autophagy; Membrane Transporter/Ion Channel; Metabolic Enzyme/Protease	Levosimendan	C01CX08	C01CX	C01C	C01	C	"['L√©vosimendan', 'Levosimendan', 'Levosimend√°n', 'Levosimendanum']"	O=C1C[C@@H](C)C(C2=CC=C(N/N=C(C#N)\C#N)C=C2)=NN1	Levosimendan	d8443c	xOthers
V45_P2G8	V45	V45_P2G	P2G8	P2	Drug	Saxagliptin	Saxagliptin	Metabolic Enzyme/Protease	Saxagliptin	A10BH03	A10BH	A10B	A10	A	"['(1S,3S,5S)-2-((2S)-Amino(3-hydroxytricyclo(3.3.1.13,7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile', 'Saxagliptin', 'Saxagliptin anhydrous', 'Saxagliptina']"	N[C@@H]([C@](C[C@H](C1)C2)(C[C@@H]1C3)C[C@]23O)C(N([C@@H](C4)C#N)[C@@H]5[C@H]4C5)=O	Saxagliptin	f4c40f	xOthers
V45_P2H5	V45	V45_P2H	P2H5	P2	Drug	Doxepin	Doxepin	GPCR/G Protein; Immunology/Inflammation; Metabolic Enzyme/Protease; Neuronal Signaling	Doxepin	N06AA12	D04AX	D04A	D04	D	"['Doxepin', 'Doxepina', 'Doxepinum']"	CN(C)CC/C=C1C2=CC=CC=C2OCC3=CC=CC=C/13.Cl	Doxepin (Hydrochloride)	9b3441	xOthers
V45_P2H6	V45	V45_P2H	P2H6	P2	Drug	Tinidazole	Tinidazole	Anti-infection	Tinidazole	P01AB02	P01AB	P01A	P01	P	"['1-(2-(Ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole', 'Timidazole', 'Tinidazol', 'Tinidazole', 'Tinidazolum']"	CC1=NC=C([N+]([O-])=O)N1CCS(=O)(CC)=O	Tinidazole	grey	xOthers
V45_P2H8	V45	V45_P2H	P2H8	P2	Drug	Ridinilazole	Ridinilazole	Anti-infection	Ridinilazole	NA	NA	NA	NA	Unclassified	[]	C1(C2=CC=NC=C2)=NC3=CC(C4=CC=C5C(N=C(C6=CC=NC=C6)N5)=C4)=CC=C3N1	Ridinilazole	d8443c	xOthers
V45_P3A3	V45	V45_P3A	P3A3	P3	Drug	Ginsenoside	Ginsenoside	Anti-infection; Autophagy; Immunology/Inflammation; Membrane Transporter/Ion Channel; NF-Œ∫B	Ginsenoside Rb1	NA	NA	NA	NA	Unclassified	"['Arasaponin E1', 'GRb 1', 'Gynosaponin C', 'Gypenoside III', 'Panax saponin E', 'Pseudoginsenoside D', 'Sanchinoside E1']"	C[C@@]([C@@]12C)(CC[C@@]3([H])C4(C)C)[C@@](C[C@@H](O)[C@]1([H])[C@]([C@@](CC/C=C(C)/C)(C)O[C@@H]([C@@H]([C@@H](O)[C@@H]5O)O)O[C@@H]5CO[C@@H]([C@@H]([C@@H](O)[C@@H]6O)O)O[C@@H]6CO)([H])CC2)([H])[C@]3(CC[C@@H]4O[C@@](O[C@H](CO)[C@@H](O)[C@@H]7O)([H])[C@@H]7O[C@]([C@@H]([C@@H](O)[C@@H]8O)O)([H])O[C@@H]8CO)C	Ginsenoside Rb1	2b9b81	xOthers
V45_P3A4	V45	V45_P3A	P3A4	P3	Drug	Diflunisal	Diflunisal	Immunology/Inflammation	Diflunisal	N02BA11	N02BA	N02B	N02	N	"['2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid', 2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid, '5-(2,4-difluorophenyl)salicylic acid', 'Diflunisal', 'Diflunisalum']"	O=C(C1=CC(C2=CC=C(F)C=C2F)=CC=C1O)O	Diflunisal	1f6e9c	xOthers
V45_P3A6	V45	V45_P3A	P3A6	P3	Drug	Dolasetron	Dolasetron	GPCR/G Protein; Neuronal Signaling	Dolasetron	A04AA04	A04AA	A04A	A04	A	"['Dolasetron', 'Dolas√©tron', 'Dolasetronum']"	O=C(C1=CNC2=C1C=CC=C2)O[C@@H]3C[C@@](CC4C5)([H])[N@](CC4=O)[C@@]5([H])C3	Dolasetron	f4c40f	xOthers
V45_P3A7	V45	V45_P3A	P3A7	P3	Drug	Spironolactone	Spironolactone	Autophagy; Others	Spironolactone	C03DA01	C03DA	C03D	C03	C	"['Espironolactona', 'Spironolactone', 'Spironolactonum', 'Spironolattone']"	C[C@@]12[C@](OC3=O)(CC3)CC[C@@]1([H])[C@@]([C@@H](CC4=CC5=O)SC(C)=O)([H])[C@]([C@]4(CC5)C)([H])CC2	Spironolactone	d8443c	xOthers
V45_P3A9	V45	V45_P3A	P3A9	P3	Drug	Tolazamide	Tolazamide	Others	Tolazamide	A10BB05	A10BB	A10B	A10	A	"['1-(Hexahydro-1-azepinyl)-3-p-tolylsulfonylurea', '1-(Hexahydro-1H-azepin-1-yl)-3-(p-tolylsulfonyl)urea', '4-(p-Tolylsulfonyl)-1,1-hexamethylenesemicarbazide', N-(p-Toluenesulfonyl)-N'-hexamethyleniminourea, 'Tolazamid', 'Tolazamida', 'Tolazamide', 'Tolazamidum']"	O=S(C1=CC=C(C)C=C1)(NC(NN2CCCCCC2)=O)=O	Tolazamide	f4c40f	xOthers
V45_P3B11	V45	V45_P3B	P3B11	P3	Drug	Docosahexaenoic	Docosahexaenoic	Metabolic Enzyme/Protease	Doconexent	NA	NA	NA	NA	Unclassified	"['(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid', '22:6-4, 7,10,13,16,19', '22:6(n-3)', '4,7,10,13,16,19-docosahexaenoic acid', 'all-cis-4,7,10,13,16,19-docosahexaenoic acid', 'all-cis-DHA', 'cervonic acid', 'DHA', 'Doconexent', 'docosa-4,7,10,13,16,19-hexaenoic acid', 'Docosahexaenoic acid']"	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(O)=O	Docosahexaenoic Acid	fe9b00	xOthers
V45_P3B4	V45	V45_P3B	P3B4	P3	Drug	Sertraline	Sertraline	Neuronal Signaling	Sertraline	N06AB06	N06AB	N06A	N06	N	"['(+)-Sertraline', '(1S-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-1-naphthalenamine', '(1S,4S)-sertraline', 'cis-(+)-sertraline', 'Sertralina', 'Sertraline', 'Sertralinum']"	CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C3=C1C=CC=C3.Cl	Sertraline (hydrochloride)	1f6e9c	Selectedv45
V45_P3B9	V45	V45_P3B	P3B9	P3	Drug	Fluvoxamine	Fluvoxamine	Neuronal Signaling	Fluvoxamine	N06AB08	N06AB	N06A	N06	N	"['Fluvoxamina', 'Fluvoxamine', 'Fluvoxaminum']"	O=C(O)/C=C\C(O)=O.FC(C1=CC=C(/C(CCCCOC)=N/OCCN)C=C1)(F)F	Fluvoxamine (maleate)	1f6e9c	Selectedv45
V45_P3C11	V45	V45_P3C	P3C11	P3	Drug	Tolcapone	Tolcapone	Metabolic Enzyme/Protease; Neuronal Signaling	Tolcapone	N04BX01	N04BX	N04B	N04	N	"['(3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone', 3,4-dihydroxy-4'-methyl-5-nitrobenzophenone, 3,4-dihydroxy-5-nitro-4'-methylbenzophenone, 4'-methyl-3,4-dihydroxy-5-nitrobenzophenone, 'Tolcapon', 'Tolcapona', 'Tolcapone', 'Tolcaponum']"	O=C(C1=CC(O)=C(O)C([N+]([O-])=O)=C1)C2=CC=C(C)C=C2	Tolcapone	1f6e9c	xOthers
V45_P3C2	V45	V45_P3C	P3C2	P3	Drug	Entinostat	Entinostat	Apoptosis; Autophagy; Cell Cycle/DNA Damage; Epigenetics	Entinostat	L01XH05	L01XH	L01X	L01	L	"['Entinostat', 'Entinostatum', 'N-(2-aminophenyl)-4-(N-(pyridin-3-ylmethoxycarbonyl)aminomethyl)benzamide', 'N-[[4-[(2-aminoanilino)-oxomethyl]phenyl]methyl]carbamic acid 3-pyridinylmethyl ester']"	O=C(NCC1=CC=C(C=C1)C(NC2=CC=CC=C2N)=O)OCC3=CC=CN=C3	Entinostat	9f5691	xOthers
V45_P3C4	V45	V45_P3C	P3C4	P3	Drug	Mefloquine	Mefloquine	Anti-infection; Autophagy	Mefloquine	P01BF02	P01BF	P01B	P01	P	"['[(R*,S*)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol', 'alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol', 'Mefloquin', 'Mefloquina', 'M√©floquine', 'Mefloquine', 'Mefloquinum']"	O[C@H]([C@]1([H])NCCCC1)C2=CC(C(F)(F)F)=NC3=C(C(F)(F)F)C=CC=C32.[H]Cl	Mefloquine (hydrochloride)	grey	xOthers
V45_P3D11	V45	V45_P3D	P3D11	P3	Drug	Clomiphene	Clomiphene	Others	Clomifene	G03GB02	G03GB	G03G	G03	G	"['2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethylethanamine', '2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine', '2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine', 'Clomifene', 'Clomifeno', 'Clomifenum', 'Clomiphene']"	Cl/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)/C3=CC=C(OCCN(CC)CC)C=C3.OC(CC(O)=O)(C(O)=O)CC(O)=O	Clomiphene (citrate)	de597c	xOthers
V45_P3D2	V45	V45_P3D	P3D2	P3	Drug	Anacardic	Anacardic	Anti-infection; Epigenetics	Anacardic	NA	NA	NA	NA	Unclassified	NA	O=C(O)C1=C(CCCCCCCCCCCCCCC)C=CC=C1O	Anacardic Acid	grey	xOthers
V45_P3D4	V45	V45_P3D	P3D4	P3	Drug	Raltegravir	Raltegravir	Anti-infection; Metabolic Enzyme/Protease	Raltegravir	J05AX08	J05AX	J05A	J05	J	['Raltegravir']	O=C(C(O)=C(C(NCC1=CC=C(C=C1)F)=O)N=C2C(C)(C)NC(C3=NN=C(C)O3)=O)N2C	Raltegravir	aa7aa1	xOthers
V45_P3E4	V45	V45_P3E	P3E4	P3	Drug	Miglitol	Miglitol	Others	Miglitol	A10BF02	A10BF	A10B	A10	A	"['Miglitol', 'Miglitolum']"	O[C@@H]1[C@@H](CO)N(CCO)C[C@H](O)[C@H]1O	Miglitol	f4c40f	xOthers
V45_P3E5	V45	V45_P3E	P3E5	P3	Drug	Chenodeoxycholic	Chenodeoxycholic	Autophagy; Metabolic Enzyme/Protease	Chenodeoxycholic acid	A05AA01	A05AA	A05A	A05	A	"['3alpha,7alpha-Dihydroxy-5beta-cholanic acid', '7Œ±-hydroxylithocholic acid', 'Acide chenodeoxycholique', 'Acido chenodeoxicholico', 'Acidum chenodeoxycholicum', 'Anthropodeoxycholic acid', 'Anthropodesoxycholic acid', 'CDCA', 'Chenic acid', 'Chenocholic acid', 'Chenodeoxycholate', 'Chenodeoxycholic acid', 'Chenodesoxycholic acid', 'Chenodiol', 'Gallodesoxycholic acid']"	O=C(O)CC[C@@H](C)[C@]1([H])[C@]2(C)[C@](CC1)([H])[C@]3([H])[C@H](O)C[C@@](C4)([H])[C@@](CC[C@H]4O)(C)[C@]([H])3CC2	Chenodeoxycholic Acid	f4c40f	xOthers
V45_P3E6	V45	V45_P3E	P3E6	P3	Drug	Ticarcillin	Ticarcillin	Anti-infection	Ticarcillin	J01CA13	J01CA	J01C	J01	J	"['(2S,5R,6R)-6-{[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Ticarcilina', 'Ticarcillin', 'Ticarcilline', 'Ticarcillinum', 'Œ±-carboxy-3-thienylmethylpenicillin']"	O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC(C(C(O[Na])=O)C3=CSC=C3)=O)N1C2=O)O[Na]	Ticarcillin (disodium)	aa7aa1	xOthers
V45_P3F4	V45	V45_P3F	P3F4	P3	Drug	Dienestrol	Dienestrol	Others	Dienestrol	G03CB01	G03CC	G03C	G03	G	"[4,4'-Hydroxy-Œ≥,Œ¥-diphenyl-Œ≤,Œ¥-hexadiene, 'alpha-dienestrol diacetate', 'Cycladiene', 'Dehydrostilbestrol', 'Dienestrol', 'Di√®nestrol', 'Dienestrolum', p,p'-(Diethylideneethylene)diphenol]"	C/C=C(C1=CC=C(O)C=C1)/C(C2=CC=C(O)C=C2)=C/C	Dienestrol	de597c	xOthers
V45_P3F5	V45	V45_P3F	P3F5	P3	Drug	Ticagrelor	Ticagrelor	GPCR/G Protein	Ticagrelor	B01AC24	B01AC	B01A	B01	B	"['(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol', 'Ticagrelor']"	O[C@H]1[C@@H](O)[C@H](N2N=NC3=C(N[C@H]4[C@H](C5=CC=C(F)C(F)=C5)C4)N=C(SCCC)N=C32)C[C@@H]1OCCO	Ticagrelor	fe9b00	xOthers
V45_P3F6	V45	V45_P3F	P3F6	P3	Drug	Vilazodone	Vilazodone	GPCR/G Protein; Neuronal Signaling	Vilazodone	N06AX24	N06AX	N06A	N06	N	"['Vilazodona', 'Vilazodone', 'Vilazodonum']"	NC(C1=CC2=C(C=CC(N3CCN(CCCCC4=CNC5=CC=C(C=C54)C#N)CC3)=C2)O1)=O	Vilazodone	1f6e9c	xOthers
V45_P3H4	V45	V45_P3H	P3H4	P3	Drug	Pranoprofen	Pranoprofen	Apoptosis; Immunology/Inflammation	Pranoprofen	S01BC09	S01BC	S01B	S01	S	[]	CC(C(O)=O)C1=CC2=C(C=C1)OC3=NC=CC=C3C2	Pranoprofen	92c051	xOthers
V45_P3H8	V45	V45_P3H	P3H8	P3	Drug	Simvastatin	Simvastatin	Apoptosis; Autophagy; Metabolic Enzyme/Protease	Simvastatin	C10AA01	C10AA	C10A	C10	C	"['2,2-dimethylbutyric acid, 8-ester with (4R,6R)-6-(2-((1S,2S,6R,8S,8aR)-1,2,6,7,8,8a-hexahydro-8-hydroxy-2,6-dimethyl-1-naphthyl)ethyl)tetrahydro-4-hydroxy-2H-pyran-2-one', 'Simvastatin', 'Simvastatina', 'Simvastatine', 'Simvastatinum']"	CCC(C)(C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O	Simvastatin	d8443c	xOthers
V45_P4A2	V45	V45_P4A	P4A2	P4	Drug	Quetiapine	Quetiapine	Membrane Transporter/Ion Channel	Quetiapine	N05AH04	N05AH	N05A	N05	N	"['2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol', 'Quetiapina', 'Quetiapine', 'Qu√©tiapine', 'Quetiapinum']"	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O 	Quetiapine (hemifumarate)	1f6e9c	xOthers
V45_P4A4	V45	V45_P4A	P4A4	P4	Drug	Fluphenazine	Fluphenazine	Immunology/Inflammation	Fluphenazine	N05AB02	N05AB	N05A	N05	N	"['1-(2-hydroxyethyl)-4-(3-(trifluoromethyl-10-phenothiazinyl)propyl)-piperazine', '10-(3-(2-hydroxyethyl)piperazinopropyl)-2-(trifluoromethyl)phenothiazine', 10-(3'-(4''-(Œ≤-hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine, '2-(4-(3-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]propyl)-1-piperazinyl)ethanol', '2-(trifluoromethyl)-10-(3-(1-(Œ≤-hydroxyethyl)-4-piperazinyl)propyl)phenothiazine', '4-(3-(-trifluoromethyl-10-phenothiazyl)-propyl)-1-piperazineethanol', '4-(3-(2-(trifluoromethyl)-10H-phenothiazin-10-yl)propyl)-1-piperazineethanol', '4-(3-(2-trifluoromethyl-10-phenothiazyl)-propyl)-1-piperazineethanol', 'Flufenazina', 'Fluorfenazine', 'Fluorophenazine', 'Fluorphenazine', 'Fluphenazin', 'Fluph√©nazine', 'Fluphenazine', 'Fluphenazinum', 'Triflumethazine']"	Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1	Fluphenazine	1f6e9c	Selectedv45
V45_P4A8	V45	V45_P4A	P4A8	P4	Kestose	Kestose	Kestose	Kestose	Kestose	NA	NA	NA	NA	Kestose	Kestose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	Kestose	grey	xOthers
V45_P4C10	V45	V45_P4C	P4C10	P4	Drug	Omeprazole	Omeprazole	REF	Omeprazole	A02BC01	A02BC	A02B	A02	A	"['OMEP', 'Omeprazol', 'Omeprazole', 'Omeprazolum']"	COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C	Omeprazole	f4c40f	xOthers
V45_P4C2	V45	V45_P4C	P4C2	P4	Drug	Zolmitriptan	Zolmitriptan	Membrane Transporter/Ion Channel; Neuronal Signaling	Zolmitriptan	N02CC03	N02CC	N02C	N02	N	"['(S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one', '4-[[3-(2-dimethylaminoethyl)-1H-indol-5-yl]methyl]oxazolidin-2-one', 'Zolmitriptan', 'Zolmitript√°n', 'Zolmitriptanum']"	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12	Zolmitriptan	1f6e9c	xOthers
V45_P4C5	V45	V45_P4C	P4C5	P4	Drug	Frovatriptan	Frovatriptan	GPCR/G Protein; Neuronal Signaling	Frovatriptan	N02CC07	N02CC	N02C	N02	N	['Frovatriptan']	O=C(O)CCC(O)=O.O=C(C1=CC2=C(NC3=C2C[C@H](NC)CC3)C=C1)N.O	Frovatriptan (succinate hydrate)	1f6e9c	xOthers
V45_P4C7	V45	V45_P4C	P4C7	P4	DMSO	DMSO	DMSO	Anti-infection	Dimethyl sulfoxide	M02AX03	G04BX	G04B	G04	DMSO	"['Dimethyl sulfoxide', 'Dimethyl sulfur oxide', 'Dimethyl sulphoxide', 'Dimethyli sulfoxidum', 'Dimethylsulfoxid', 'Diméthylsulfoxyde', 'Dimetil sulfóxido', 'DMSO', 'Methylsulfinylmethane', 'S(O)Me2', 'Sulfinylbis(methane)']"	CS(=O)C	DMSO	red	xOthers
V45_P4D10	V45	V45_P4D	P4D10	P4	DMSO	DMSO	DMSO	Anti-infection	Dimethyl sulfoxide	M02AX03	G04BX	G04B	G04	DMSO	"['Dimethyl sulfoxide', 'Dimethyl sulfur oxide', 'Dimethyl sulphoxide', 'Dimethyli sulfoxidum', 'Dimethylsulfoxid', 'Diméthylsulfoxyde', 'Dimetil sulfóxido', 'DMSO', 'Methylsulfinylmethane', 'S(O)Me2', 'Sulfinylbis(methane)']"	CS(=O)C	DMSO	red	xOthers
V45_P4D3	V45	V45_P4D	P4D3	P4	DMSO	DMSO	DMSO	Anti-infection	Dimethyl sulfoxide	M02AX03	G04BX	G04B	G04	DMSO	"['Dimethyl sulfoxide', 'Dimethyl sulfur oxide', 'Dimethyl sulphoxide', 'Dimethyli sulfoxidum', 'Dimethylsulfoxid', 'Diméthylsulfoxyde', 'Dimetil sulfóxido', 'DMSO', 'Methylsulfinylmethane', 'S(O)Me2', 'Sulfinylbis(methane)']"	CS(=O)C	DMSO	red	xOthers
V45_P4D8	V45	V45_P4D	P4D8	P4	Drug	Ciprofloxacin	Ciprofloxacin	REF	Ciprofloxacin	J01MA02	J01MA	J01M	J01	J	"['1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid', '1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid', '1-Cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-quinoline-3-carboxylic acid', '1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid', '1-Cyclopropyl-6-fluoro-7-(4-methyl-piperazin-1-yl)-4-oxo-1,4-dihydro-quinoline-3-carboxylic acid', '1-cyclopropyl-6-fluoro-7-hexahydro-1-pyrazinyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid', 'Ciprofloxacin', 'Ciprofloxacine', 'Ciprofloxacino', 'Ciprofloxacinum']"	OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	Ciprofloxacin	92c051	xOthers
V45_P4E2	V45	V45_P4E	P4E2	P4	Drug	Citreoviridin	Citreoviridin	REF	Citreoviridin	NA	NA	NA	NA	Unclassified	NA	O=C1C=C(OC)C(C)=C(/C=C/C=C/C=C/C(C)=C/[C@]2(C)[C@H](O)[C@](O)(C)[C@@H](C)O2)O1	Citreoviridin	grey	xOthers
V45_P4E8	V45	V45_P4E	P4E8	P4	Drug	Cyproterone	Cyproterone	REF	Cyproterone acetate	G03HA01	G03HA	G03H	G03	G	"['Cyproterone 17-O-acetate', 'Cyproterone acetate']"	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C	Cyproterone	de597c	xOthers
V45_P4E9	V45	V45_P4E	P4E9	P4	Kestose	Kestose	Kestose	Kestose	Kestose	NA	NA	NA	NA	Kestose	Kestose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	Kestose	grey	xOthers
V45_P4F10	V45	V45_P4F	P4F10	P4	Drug	Berberine	Berberine	REF	Berberine	NA	NA	NA	NA	Unclassified	[]	COC1=C(C=[N+](CCC2=C3C=C4C(OCO4)=C2)C3=C5)C5=CC=C1OC.[Cl-]	Berberine chloride	9f5691	xOthers
V45_P4F11	V45	V45_P4F	P4F11	P4	Kestose	Kestose	Kestose	Kestose	Kestose	NA	NA	NA	NA	Kestose	Kestose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	Kestose	grey	xOthers
V45_P4F2	V45	V45_P4F	P4F2	P4	Drug	Ethoproprazine	Ethoproprazine	REF	Profenamine	N04AA05	N04AA	N04A	N04	N	"['10-(2-diethylaminopropyl)phenothiazine', '10-[2-(diethylamino)-1-propyl]phenothiazine', '10-[2-(diethylamino)-2-methylethyl]phenothiazine', '10-[2-(diethylamino)propyl]phenothiazine', '2-diethylamino-1-propyl-N-dibenzoparathiazine', 'Ethopropazine', 'N,N-diethyl-1-(10H-phenothiazin-10-yl)-2-propanamine', 'N,N-diethyl-α-methyl-10H-phenothiazine-10-ethanamine', 'Profenamina', 'Profénamine', 'Profenamine', 'Profenaminum']"	Cl[H].CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13	Ethoproprazine	1f6e9c	xOthers
V45_P4F8	V45	V45_P4F	P4F8	P4	Drug	Metronidazole	Metronidazole	REF	Metronidazole	P01AB01	P01AB	P01A	P01	P	"['1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole', '1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(Œ≤-ethylol)-2-methyl-5-nitro-3-azapyrrole', '1-(Œ≤-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(Œ≤-oxyethyl)-2-methyl-5-nitroimidazole', '2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole', '2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole', '2-methyl-5-nitroimidazole-1-ethanol', 'Metronidazol', 'M√©tronidazole', 'Metronidazole', 'Metronidazolum']"	CC1=NC=C([N+]([O-])=O)N1CCO	Metronidazole	grey	xOthers
